srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
59.166.0.0,5136,149.171.126.6,49786,tcp,FIN,0.005039,3752,2456,31,29,7,7,-,5626513.5,3683270.5,18,18,255,255,2150633137,2153854966,208,136,0,0,13.804689,0.349366,1424228427,1424228427,0.277,0.265941,0.00064,0.000515,0.000125,0,0,,, ,6,8,9,4,1,1,3
59.166.0.5,1031,149.171.126.6,18256,tcp,FIN,0.539369,4272,3080,31,29,7,7,-,61108.44531,44170.13281,28,30,255,255,2698954396,1018559629,153,103,0,0,1353.906606,36.651434,1424228433,1424228433,19.965149,18.579104,0.000694,0.000572,0.000122,0,0,,, ,5,8,6,3,1,1,3
59.166.0.0,51724,149.171.126.3,57989,tcp,FIN,0.167663,3302,40550,31,29,7,21,-,154643.5469,1900288.125,54,56,255,255,986083286,3277669858,61,724,0,0,180.125833,176.12862,1424228436,1424228436,3.218173,3.088241,0.001009,0.000895,0.000114,0,0,,, ,12,5,4,6,1,1,3
59.166.0.6,60477,149.171.126.5,5190,tcp,FIN,0.290382,1920,4312,31,29,6,6,-,50499.0,113863.8047,22,24,255,255,3040695062,891398346,87,180,0,0,861.711476,827.442909,1424228443,1424228443,13.810667,12.600087,0.000709,0.000571,0.000138,0,0,,, ,4,4,3,1,1,1,2
59.166.0.2,7016,149.171.126.3,5661,tcp,FIN,0.321252,4776,2976,31,29,7,7,-,114377.5,71470.375,26,28,255,255,303633860,306680023,184,106,0,0,805.07262,21.278412,1424228446,1424228446,12.83664,11.881259,0.00057,0.000456,0.000114,0,0,,, ,6,7,6,3,1,1,3
175.45.176.1,65425,149.171.126.11,520,udp,INT,8e-06,78,0,254,0,0,0,-,39000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424228457,1424228457,0.008,0.0,0.0,0.0,0.0,0,2,,, ,16,14,3,4,1,1,14
59.166.0.1,15837,149.171.126.4,21,tcp,FIN,0.024436,2934,3742,31,29,11,15,ftp,942216.375,1202488.125,52,54,255,255,1913698168,4060128477,56,69,0,0,38.254454,0.933713,1424228463,1424228463,0.502813,0.450849,0.000683,0.000535,0.000148,0,0,,1.0,1,1,1,3,7,1,1,4
59.166.0.7,31782,149.171.126.0,5190,tcp,FIN,0.005993,1920,4312,31,29,6,6,-,2446854.5,5517103.0,22,24,255,255,2528308882,2528630940,87,180,0,0,16.665859,13.668541,1424228467,1424228467,0.268952,0.243545,0.000763,0.000626,0.000137,0,0,,, ,11,8,1,5,1,1,2
175.45.176.3,28997,149.171.126.19,80,tcp,FIN,0.435898,1006,268,254,252,2,1,http,16627.74219,4111.053223,10,6,255,255,2967428236,679097116,101,45,1,0,2098.635242,103.148969,1424228471,1424228471,42.315667,75.181203,0.106752,0.059983,0.046769,0,1,1.0,, ,1,2,1,1,1,1,1
59.166.0.6,49360,149.171.126.8,5190,tcp,FIN,0.005793,1920,4312,31,29,6,6,-,2531330.75,5707578.0,22,24,255,255,728792981,729098136,87,180,0,0,15.979079,12.918872,1424228482,1424228482,0.258429,0.225,0.000775,0.000609,0.000166,0,0,,, ,4,2,2,1,1,1,1
59.166.0.4,3959,149.171.126.4,46968,tcp,FIN,0.033072,2438,20718,31,29,7,13,-,574262.25,4886551.0,38,40,255,255,1953825610,4099510627,64,518,0,0,62.311562,58.748672,1424228491,1424228491,0.9095,0.832564,0.000728,0.000594,0.000134,0,0,,, ,4,7,2,1,1,1,1
59.166.0.3,58359,149.171.126.3,61353,tcp,FIN,0.038937,3614,49342,31,29,7,24,-,730205.25,9974472.0,60,62,255,255,2808439389,659102014,60,796,0,0,39.483154,38.73751,1424228496,1424228496,0.677456,0.650983,0.000638,0.000525,0.000113,0,0,,, ,2,1,2,4,1,1,2
175.45.176.1,18057,149.171.126.17,6969,tcp,FIN,0.19587,364,418,254,252,1,2,-,13029.04981,14948.69043,8,8,255,255,2967226179,3459469070,46,52,0,0,1600.109113,40.469426,1424228498,1424228499,27.981429,25.458428,0.057778,0.00994,0.047838,0,1,,, ,1,1,1,1,1,1,1
59.166.0.9,29684,149.171.126.2,6881,tcp,FIN,6.896301,13350,548216,31,29,21,197,-,15420.44141,634502.5,232,438,255,255,3951029952,3978317654,58,1252,0,0,10891.82594,7919.176861,1424228516,1424228523,29.852748,15.779868,0.000621,0.000491,0.00013,0,0,,, ,5,11,2,2,1,1,3
59.166.0.6,30745,149.171.126.7,53,udp,CON,0.000944,130,162,31,29,0,0,dns,550847.4375,686440.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424228526,1424228526,0.009,0.004,0.0,0.0,0.0,0,0,,, ,1,3,4,4,1,1,1
59.166.0.0,9356,149.171.126.1,53,udp,CON,0.000994,130,162,31,29,0,0,dns,523138.8438,651911.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424228530,1424228530,0.009,0.005,0.0,0.0,0.0,0,0,,, ,4,3,1,4,1,1,2
59.166.0.1,49819,149.171.126.5,5190,tcp,FIN,0.006237,1920,4312,31,29,6,6,-,2351130.25,5301266.5,22,24,255,255,3593602006,3593903801,87,180,0,0,18.166761,14.660544,1424228533,1424228533,0.295,0.245957,0.000732,0.000571,0.000161,0,0,,, ,12,2,2,3,2,1,1
59.166.0.9,63207,149.171.126.5,6881,tcp,FIN,0.013212,1540,1644,31,29,4,4,-,874356.625,940357.25,16,18,255,255,2119124254,2125193771,96,91,0,0,59.202354,1.369646,1424228556,1424228556,0.8602,0.749706,0.000613,0.000464,0.000149,0,0,,, ,18,14,8,8,5,1,8
59.166.0.4,57367,149.171.126.7,6881,tcp,FIN,0.01813,1540,1644,31,29,4,4,-,637175.9375,685273.0,16,18,255,255,321709760,2477020482,96,91,0,0,72.204792,2.044222,1424228571,1424228571,1.188067,1.04,0.000585,0.000447,0.000138,0,0,,, ,9,9,9,10,6,1,6
59.166.0.3,47426,149.171.126.0,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228575,1424228575,0.009,0.007,0.0,0.0,0.0,0,0,,, ,6,3,2,4,3,2,3
59.166.0.7,20303,149.171.126.9,6881,tcp,FIN,0.325743,1540,1644,31,29,4,4,-,35463.54297,38140.5,16,18,255,255,3588835796,3676140152,96,91,0,0,1751.396097,51.331398,1424228584,1424228584,21.6958,19.130295,0.000647,0.000526,0.000121,0,0,,, ,8,10,8,8,6,1,7
59.166.0.8,56018,149.171.126.4,23426,tcp,FIN,0.033069,2334,16290,31,29,7,12,-,549154.8125,3837310.0,36,38,255,255,4143929675,4140043838,65,429,0,0,62.220653,58.552458,1424228606,1424228606,0.963441,0.876784,0.000748,0.000619,0.000129,0,0,,, ,8,4,3,2,1,1,2
59.166.0.9,40603,149.171.126.9,6881,tcp,FIN,0.017776,1540,1644,31,29,4,4,-,649865.0,698919.9375,16,18,255,255,2816585021,2821619043,96,91,0,0,70.792968,2.024388,1424228636,1424228636,1.1644,1.018882,0.00057,0.000452,0.000118,0,0,,, ,7,12,8,9,6,1,8
59.166.0.3,31579,149.171.126.7,6881,tcp,FIN,6.976772,22182,954154,31,29,33,340,-,25371.04688,1092630.25,394,748,255,255,3489101369,3501602898,56,1276,0,0,7010.712802,5071.862921,1424228641,1424228648,17.842516,9.339107,0.000571,0.000456,0.000115,0,0,,, ,12,11,4,2,1,1,6
59.166.0.6,23335,149.171.126.6,53,udp,CON,0.000979,146,178,31,29,0,0,dns,596527.0625,727272.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228641,1424228641,0.002,0.006,0.0,0.0,0.0,0,0,,, ,5,4,2,3,1,1,2
59.166.0.8,39148,149.171.126.5,45906,tcp,FIN,0.00675,3672,2456,31,29,7,7,-,4110222.0,2749629.5,18,18,255,255,3964903196,3967959308,204,136,0,0,19.637595,0.492723,1424228641,1424228641,0.378529,0.369059,0.000588,0.000473,0.000115,0,0,,, ,11,4,7,5,1,1,4
59.166.0.1,65519,149.171.126.5,6881,tcp,FIN,0.409881,1540,1644,31,29,4,4,-,28183.79102,30311.23633,16,18,255,255,1452166798,1504628264,96,91,0,0,1730.647223,47.962336,1424228673,1424228674,27.301533,24.075471,0.000737,0.000593,0.000144,0,0,,, ,10,12,13,11,6,1,7
59.166.0.6,15750,149.171.126.3,13648,tcp,FIN,0.425945,5486,92746,31,29,7,42,-,101966.2109,1724166.25,96,98,255,255,2555098946,2745591238,57,946,0,0,0.0,234.278348,1424228682,1424228683,4.527968,4.386165,0.000608,0.000484,0.000124,0,0,,, ,3,6,1,4,1,1,1
59.166.0.3,8055,149.171.126.7,43944,tcp,FIN,0.013166,2766,24004,31,29,7,16,-,1643019.875,14268874.0,44,46,255,255,2476841349,2482958136,63,522,0,0,19.224407,18.090946,1424228693,1424228693,0.305976,0.287614,0.000643,0.000508,0.000135,0,0,,, ,6,6,2,3,1,1,4
59.166.0.2,5161,149.171.126.9,80,tcp,FIN,1.021711,1580,10168,31,29,3,5,http,11345.67383,75199.34375,12,18,255,255,2510196193,365808444,132,565,1,3924,9531.982534,7675.787136,1424228703,1424228704,92.850912,60.069356,0.000657,0.000529,0.000128,0,0,1.0,, ,2,1,3,3,1,1,2
59.166.0.5,54247,149.171.126.9,30469,tcp,FIN,0.095083,5486,92746,31,29,7,42,-,456779.875,7723778.5,96,98,255,255,1264810393,1278844017,57,946,0,0,0.0,63.152143,1424228705,1424228705,1.007713,0.98525,0.000626,0.000496,0.00013,0,0,,, ,6,2,1,4,1,1,1
59.166.0.0,39238,149.171.126.8,6881,tcp,FIN,0.690639,1540,1644,31,29,4,4,-,16726.53906,17989.13672,16,18,255,255,2611945429,2761634244,96,91,0,0,3071.779187,85.954789,1424228715,1424228715,46.0186,40.595117,0.000631,0.000513,0.000118,0,0,,, ,10,6,7,6,5,2,6
175.45.176.3,0,149.171.126.16,0,ospf,INT,1.534596,2858,0,254,0,0,0,-,14075.36621,0.0,18,0,0,0,0,0,159,0,0,0,179.918469,0.0,1424228724,1424228726,90.270352,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
59.166.0.1,64554,149.171.126.8,35525,tcp,FIN,0.022239,3598,46036,31,29,7,24,-,1273078.875,16293539.0,60,62,255,255,237454215,237799514,60,743,0,0,20.56459,19.615531,1424228735,1424228735,0.384298,0.353852,0.000784,0.000645,0.000139,0,0,,, ,2,10,10,3,1,1,1
59.166.0.9,45529,149.171.126.2,53,udp,CON,0.001061,130,162,31,29,0,0,dns,490103.6563,610744.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424228740,1424228740,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,1,2,7,1,1,1
59.166.0.6,52215,149.171.126.6,53,udp,CON,0.001089,146,178,31,29,0,0,dns,536271.8125,653810.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228745,1424228745,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,3,3,1,1,1,2
175.45.176.1,16878,149.171.126.14,80,tcp,FIN,0.288061,1278,1832,62,252,2,2,http,31965.45313,44518.35156,10,8,255,255,693409790,1518617907,128,229,1,428,1581.580437,55.545727,1424228748,1424228749,32.006778,40.132,0.054636,0.006461,0.048175,0,1,1.0,, ,2,1,1,1,1,1,1
59.166.0.8,54739,149.171.126.4,13993,tcp,FIN,0.04633,320,1884,31,29,1,2,ftp-data,46104.03516,284739.9063,6,8,255,255,527524963,532307391,53,236,0,0,641.974271,15.725204,1424228750,1424228750,9.2028,6.549429,0.000606,0.000481,0.000125,0,0,,, ,6,8,7,13,2,1,8
59.166.0.9,52361,149.171.126.7,6881,tcp,FIN,0.907402,5696,192828,31,29,10,71,-,49680.29688,1689685.5,92,164,255,255,1787525900,1803934071,62,1176,0,0,641.61783,488.513047,1424228752,1424228753,9.967406,5.563853,0.000639,0.000489,0.00015,0,0,,, ,8,13,9,8,6,1,7
175.45.176.3,10110,149.171.126.14,514,udp,INT,4e-06,2066,0,254,0,0,0,-,2066000000.0,0.0,2,0,0,0,0,0,1033,0,0,0,0.0,0.0,1424228754,1424228754,0.004,0.0,0.0,0.0,0.0,0,2,,, ,26,25,8,8,8,1,25
175.45.176.0,4075,149.171.126.13,80,tcp,FIN,0.223749,1308,268,254,252,2,1,http,42118.625,8008.974609,10,6,255,255,1517409605,1600178742,131,45,1,0,1447.381706,70.750062,1424228757,1424228757,23.364,42.921,0.015213,0.00914,0.006073,0,1,1.0,, ,1,1,1,1,1,1,1
59.166.0.3,65482,149.171.126.7,53,udp,CON,0.001011,132,164,31,29,0,0,dns,522255.1875,648862.5,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424228763,1424228763,0.008,0.005,0.0,0.0,0.0,0,0,,, ,3,3,3,4,1,1,2
59.166.0.6,24246,149.171.126.0,58809,tcp,FIN,0.392313,4776,3080,31,29,7,7,-,93925.0,60727.01953,28,30,255,255,2795493713,2806866210,171,103,0,0,799.942488,20.239555,1424228768,1424228769,14.518778,13.505173,0.000761,0.00066,0.000101,0,0,,, ,7,10,4,2,1,1,1
175.45.176.0,44317,149.171.126.13,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424228775,1424228775,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1
59.166.0.6,12065,149.171.126.6,111,udp,CON,0.004806,568,304,31,29,0,0,-,709113.625,379525.5938,4,4,0,0,0,0,142,76,0,0,1.780265,1.597354,1424228783,1424228783,1.269333,1.137,0.0,0.0,0.0,0,0,,, ,2,7,4,2,1,1,2
59.166.0.7,43063,149.171.126.6,111,udp,CON,0.00442,568,304,31,29,0,0,-,771040.6875,412669.6563,4,4,0,0,0,0,142,76,0,0,1.659817,1.395829,1424228789,1424228789,1.179667,0.994,0.0,0.0,0.0,0,0,,, ,4,7,4,5,1,1,3
59.166.0.3,18351,149.171.126.5,6881,tcp,FIN,0.01806,1540,1644,31,29,4,4,-,639645.625,687929.125,16,18,255,255,2895626809,2905460098,96,91,0,0,72.885934,2.029525,1424228797,1424228797,1.184067,1.10025,0.000568,0.000453,0.000115,0,0,,, ,6,11,5,9,4,1,4
59.166.0.0,55729,149.171.126.8,6881,tcp,FIN,0.013355,1540,1644,31,29,4,4,-,864994.375,930288.3125,16,18,255,255,3485687833,3496224461,96,91,0,0,60.160783,1.413108,1424228812,1424228812,0.8686,0.806375,0.000561,0.000448,0.000113,0,0,,, ,18,18,14,15,11,1,13
59.166.0.5,39176,149.171.126.4,45629,tcp,FIN,0.075702,5486,92746,31,29,7,42,-,573723.3125,9701197.0,96,98,255,255,2025332496,2047309664,57,946,0,0,52.208066,51.005247,1424228821,1424228821,0.810634,0.774268,0.000735,0.000595,0.00014,0,0,,, ,4,12,5,3,1,1,2
59.166.0.6,17970,149.171.126.4,111,udp,CON,0.004444,568,304,31,29,0,0,-,766876.6875,410441.0625,4,4,0,0,0,0,142,76,0,0,1.678202,1.365659,1424228823,1424228823,1.191667,0.972667,0.0,0.0,0.0,0,0,,, ,4,5,4,3,1,1,3
59.166.0.6,63106,149.171.126.1,6881,tcp,FIN,0.586902,1540,1644,31,29,4,4,-,19683.01367,21168.78125,16,18,255,255,1367917842,1406613210,96,91,0,0,2455.835441,61.178082,1424228838,1424228838,39.106799,34.45841,0.001245,0.001101,0.000144,0,0,,, ,10,5,3,4,3,1,4
59.166.0.7,11829,149.171.126.4,6881,tcp,FIN,0.01857,1540,1644,31,29,4,4,-,622078.625,669036.0625,16,18,255,255,85469399,90786177,96,91,0,0,74.280706,2.093936,1424228846,1424228846,1.217,1.065647,0.00058,0.000452,0.000128,0,0,,, ,7,8,9,8,6,1,6
59.166.0.6,43272,149.171.126.0,6881,tcp,FIN,0.013347,1540,1644,31,29,4,4,-,865512.875,930845.875,16,18,255,255,1348046649,1354192260,96,91,0,0,60.685766,1.425001,1424228866,1424228866,0.868867,0.806,0.000559,0.000448,0.000111,0,0,,, ,11,8,5,6,5,1,5
59.166.0.7,37826,149.171.126.9,6881,tcp,FIN,0.392585,12138,495632,31,29,19,178,-,246183.625,10074373.0,210,396,255,255,3126082185,3130129410,58,1252,0,0,118.757451,59.328301,1424228898,1424228898,1.913502,0.992554,0.000647,0.000523,0.000124,0,0,,, ,19,7,7,10,6,1,7
59.166.0.5,1250,149.171.126.4,55983,tcp,FIN,0.016924,2958,32368,31,29,7,18,-,1369416.25,14994564.0,48,50,255,255,4007819298,1858561170,62,647,0,0,20.418328,19.580826,1424228910,1424228910,0.361435,0.339708,0.000736,0.000609,0.000127,0,0,,, ,7,6,3,6,1,1,4
59.166.0.9,31037,149.171.126.8,53,udp,CON,0.001076,146,178,31,29,0,0,dns,542750.9375,661710.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228913,1424228913,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,3,2,6,2,1,1
59.166.0.0,38588,149.171.126.3,48939,udp,CON,0.001507,512,304,31,29,0,0,-,2038487.125,1210351.75,4,4,0,0,0,0,128,76,0,0,0.528444,0.258801,1424228921,1424228921,0.376667,0.186,0.0,0.0,0.0,0,0,,, ,14,6,4,12,1,1,3
59.166.0.3,44420,149.171.126.3,5190,tcp,FIN,0.929906,1470,1728,31,29,5,4,-,12078.63965,13807.84668,22,14,255,255,2193691911,48621623,67,123,0,0,3761.053064,133.426766,1424228921,1424228922,44.281238,71.198695,0.000615,0.000504,0.000111,0,0,,, ,3,8,1,2,1,1,1
59.166.0.6,11550,149.171.126.4,111,udp,CON,0.006323,568,304,31,29,0,0,-,538984.6875,288470.6563,4,4,0,0,0,0,142,76,0,0,1.850263,2.271934,1424228927,1424228927,1.315333,1.609,0.0,0.0,0.0,0,0,,, ,5,7,5,6,1,1,6
59.166.0.4,41386,149.171.126.8,8111,tcp,FIN,0.025938,2958,30622,31,29,7,17,-,893515.3125,9248207.0,48,48,255,255,1638508370,3797934214,62,638,0,0,30.777517,0.810411,1424228967,1424228967,0.556652,0.527596,0.001253,0.001138,0.000115,0,0,,, ,9,10,1,1,1,1,1
59.166.0.6,32763,149.171.126.4,53,udp,CON,0.00098,146,178,31,29,0,0,dns,595918.375,726530.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424228970,1424228970,0.009,0.005,0.0,0.0,0.0,0,0,,, ,3,2,1,2,1,1,1
175.45.176.2,44015,149.171.126.14,111,tcp,FIN,0.630796,564,354,254,252,2,1,-,6442.65332,3931.540283,10,8,255,255,2015485790,1983454548,56,44,0,0,5472.308008,138.703953,1424228978,1424228979,69.418556,89.11957,0.053498,0.006951,0.046547,0,1,,, ,2,1,1,1,1,1,1
175.45.176.3,28450,149.171.126.12,80,tcp,FIN,0.226454,824,2442,62,252,2,2,http,26212.82813,75494.35938,10,8,255,255,1454222216,2899316594,82,305,1,821,1367.806755,55.828113,1424228988,1424228989,25.161556,30.866572,0.051435,0.006127,0.045308,0,1,1.0,, ,3,1,1,1,1,1,1
59.166.0.1,1507,149.171.126.4,22,tcp,FIN,0.651815,12472,12820,31,29,17,17,ssh,150889.4375,154816.9375,70,62,255,255,1846114599,3996001690,178,207,0,0,637.150322,668.386101,1424228992,1424228993,9.728582,10.673934,0.000703,0.000579,0.000124,0,0,,, ,1,1,2,1,1,1,1
59.166.0.3,9562,149.171.126.0,38426,tcp,FIN,0.021926,2958,32368,31,29,7,18,-,1057009.875,11573839.0,48,50,255,255,2146113907,2146380004,62,647,0,0,31.241295,31.178939,1424228993,1424228993,0.459979,0.455404,0.000635,0.000513,0.000122,0,0,,, ,9,8,4,4,1,1,2
59.166.0.8,61045,149.171.126.2,6881,tcp,FIN,0.373802,1540,1644,31,29,4,4,-,30904.06055,33236.84766,16,18,255,255,2678283586,552408375,96,91,0,0,1493.025205,40.082965,1424229008,1424229008,24.897401,21.958,0.000629,0.000508,0.000121,0,0,,, ,6,12,6,7,5,1,5
59.166.0.2,15270,149.171.126.8,25,tcp,FIN,0.027518,37232,3380,31,29,18,8,smtp,10615888.0,959372.0625,52,42,255,255,2446603525,2451835281,716,80,0,0,34.798478,1.336203,1424229011,1424229011,0.531686,0.657854,0.000667,0.000542,0.000125,0,0,,, ,1,2,2,3,1,1,1
59.166.0.6,62862,149.171.126.3,6881,tcp,FIN,0.020097,1540,1644,31,29,4,4,-,574812.125,618201.6875,16,18,255,255,2863449202,2868505944,96,91,0,0,83.615607,2.167367,1424229044,1424229044,1.319533,1.155353,0.000564,0.000454,0.00011,0,0,,, ,4,7,4,6,4,1,4
175.45.176.2,65258,149.171.126.10,179,tcp,FIN,0.190227,674,268,254,252,2,1,-,25527.39648,9420.324219,10,6,255,255,253405786,1797337947,67,45,0,0,1112.685736,58.33123,1424229047,1424229047,20.562444,34.091398,0.039677,0.019765,0.019912,0,1,,, ,5,7,4,3,3,1,5
175.45.176.3,10679,149.171.126.11,80,tcp,FIN,0.224859,820,268,254,252,2,1,http,26256.45508,7969.438477,10,6,255,255,4104999799,382283554,82,45,1,0,1145.783042,55.781598,1424229051,1424229052,23.084889,38.561,0.056067,0.032045,0.024022,0,1,1.0,, ,1,1,1,1,1,1,1
59.166.0.0,25043,149.171.126.7,53,udp,CON,0.001059,146,178,31,29,0,0,dns,551463.625,672332.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424229058,1424229058,0.008,0.007,0.0,0.0,0.0,0,0,,, ,2,1,2,3,2,1,2
59.166.0.8,33767,149.171.126.3,5190,tcp,FIN,0.154163,2158,1918,31,29,6,5,-,107366.875,94601.16406,24,20,255,255,596440920,596762512,90,96,0,0,524.584946,582.982661,1424229062,1424229062,6.702739,8.074947,0.000734,0.00061,0.000124,0,0,,, ,11,4,2,5,2,1,1
59.166.0.9,46819,149.171.126.1,9482,tcp,FIN,0.223464,424,8824,31,29,1,4,ftp-data,13281.78125,289585.8125,8,12,255,255,548963721,649747741,53,735,0,0,2152.155684,1712.196595,1424229065,1424229066,31.878429,20.264727,0.000705,0.000549,0.000156,0,0,,, ,3,3,3,7,1,1,5
59.166.0.4,48720,149.171.126.9,6650,tcp,FIN,0.087928,2958,32368,31,29,7,18,-,263579.3125,2886088.75,48,50,255,255,1881474239,4027147756,62,647,0,0,101.873862,100.721758,1424229071,1424229071,1.864298,1.782857,0.000704,0.00056,0.000144,0,0,,, ,5,6,4,4,1,1,2
59.166.0.2,56591,149.171.126.9,54865,tcp,FIN,0.287536,4648,2872,31,29,7,7,-,124367.0391,76846.03125,26,26,255,255,1631546241,1634987886,179,110,0,0,755.493126,20.81808,1424229085,1424229085,11.4886,11.47916,0.000675,0.000554,0.000121,0,0,,, ,7,6,1,2,1,1,1
175.45.176.1,38064,149.171.126.16,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424229089,1424229089,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
59.166.0.3,22997,149.171.126.9,53,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424229092,1424229092,0.009,0.007,0.0,0.0,0.0,0,0,,, ,5,6,4,4,2,2,4
59.166.0.7,53482,149.171.126.8,20894,tcp,FIN,0.048992,8928,424,31,29,4,1,ftp-data,1353853.625,60581.32031,14,8,255,255,4212029341,232963248,638,53,0,0,401.687312,16.770271,1424229108,1424229108,3.768616,6.903286,0.000709,0.00055,0.000159,0,0,,, ,5,6,3,7,1,1,4
59.166.0.4,6317,149.171.126.3,54589,udp,CON,0.001771,528,304,31,29,0,0,-,1788819.875,1029926.625,4,4,0,0,0,0,132,76,0,0,0.650538,0.356385,1424229128,1424229128,0.464,0.255,0.0,0.0,0.0,0,0,,, ,4,9,6,13,1,1,4
59.166.0.6,22623,149.171.126.4,20668,tcp,FIN,0.017604,2854,30622,31,29,7,17,-,1268802.5,13626448.0,46,48,255,255,4231320170,2092233201,62,638,0,0,25.697927,22.467631,1424229129,1424229129,0.3925,0.370413,0.000694,0.000563,0.000131,0,0,,, ,6,4,2,4,1,1,4
59.166.0.5,6160,149.171.126.9,5190,tcp,FIN,0.358017,2814,17186,31,29,8,11,-,61226.14453,372742.0938,38,34,255,255,1614252929,1614500662,74,505,0,0,1150.115448,0.0,1424229131,1424229132,9.944917,10.82909,0.000657,0.000532,0.000125,0,0,,, ,13,4,4,4,1,1,1
59.166.0.8,48100,149.171.126.3,34644,tcp,FIN,0.138483,320,1890,31,29,1,2,ftp-data,15424.27539,95549.63281,6,8,255,255,1471808128,1648172288,53,236,0,0,1943.173482,47.940473,1424229142,1424229142,27.6338,19.7,0.000738,0.00058,0.000158,0,0,,, ,1,1,1,1,1,1,3
59.166.0.4,64964,149.171.126.6,6881,tcp,FIN,0.013334,1540,1644,31,29,4,4,-,866356.6875,931753.4375,16,18,255,255,2011810901,2018065669,96,91,0,0,59.981897,1.387618,1424229143,1424229143,0.867733,0.757294,0.000569,0.000457,0.000112,0,0,,, ,16,9,9,10,7,2,8
59.166.0.2,18681,149.171.126.0,6881,tcp,FIN,0.017756,1540,1644,31,29,4,4,-,650597.0,699707.125,16,18,255,255,4113908679,1970067590,96,91,0,0,71.702663,1.971359,1424229146,1424229146,1.1636,1.017353,0.00057,0.000457,0.000113,0,0,,, ,14,8,6,9,5,1,6
59.166.0.3,24728,149.171.126.0,58697,tcp,FIN,0.152705,4862,77172,31,29,7,36,-,251727.1875,3994839.75,84,84,255,255,1546902118,1654754547,58,919,0,0,95.465123,96.419187,1424229164,1424229164,1.836084,1.856256,0.000617,0.000488,0.000129,0,0,,, ,5,3,1,3,1,1,1
59.166.0.2,57451,149.171.126.4,21,tcp,FIN,0.034529,2934,3740,31,29,11,15,ftp,666801.8125,850531.4375,52,54,255,255,1619420730,3769944648,56,69,0,0,63.732363,1.726244,1424229167,1424229167,0.6846,0.642566,0.000583,0.000469,0.000114,0,0,,1.0,1,1,1,6,7,1,1,4
175.45.176.1,55197,149.171.126.10,110,tcp,FIN,0.966351,982,2290,62,252,7,8,pop3,7723.901855,18014.1582,20,20,255,255,2366081602,3805960479,49,115,0,0,2408.690442,54.952406,1424229168,1424229169,50.860579,50.184895,0.064008,0.011773,0.052235,0,1,,, ,1,1,1,1,1,1,1
175.45.176.2,4000,149.171.126.10,22159,udp,INT,5e-06,2050,0,254,0,0,0,-,1640000000.0,0.0,2,0,0,0,0,0,1025,0,0,0,0.0,0.0,1424229169,1424229169,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,2,1,1,1,1,1
59.166.0.5,9873,149.171.126.7,53,udp,CON,0.001006,146,178,31,29,0,0,dns,580516.9375,707753.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424229212,1424229212,0.003,0.005,0.0,0.0,0.0,0,0,,, ,3,6,3,2,1,1,1
59.166.0.3,6745,149.171.126.8,80,tcp,FIN,1.008894,1684,10168,31,29,3,5,http,12401.69922,76154.67969,14,18,255,255,3930100677,3931095182,120,565,1,3924,8766.456824,7675.853589,1424229232,1424229233,77.580228,59.316706,0.000622,0.000509,0.000113,0,0,1.0,, ,3,2,1,1,1,1,3
