srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.3,21668,149.171.126.8,21,tcp,FIN,0.848714,2934,3742,31,29,11,15,ftp,27128.10156,34621.79297,52,54,255,255,2425638371,2430836649,56,69,0,0,1419.399319,52.841359,1424223875,1424223876,16.635236,16.003095,0.00067,0.000547,0.000123,0,0,,1.0,1,1,1,6,5,1,1,4,,0
59.166.0.0,60069,149.171.126.2,5190,tcp,FIN,0.177145,1272,2572,31,29,4,4,-,53876.76563,109740.6016,16,18,255,255,2365636795,220513213,80,143,0,0,738.054952,19.423529,1424223875,1424223875,11.785934,10.386235,0.000732,0.000573,0.000159,0,0,,, ,6,8,2,1,1,1,2,,0
59.166.0.5,35076,149.171.126.5,35181,tcp,FIN,0.039005,3182,39694,31,29,7,20,-,640123.0625,7990565.5,52,54,255,255,1180247898,1180511844,61,735,0,0,51.452251,51.368418,1424223876,1424223877,0.758608,0.724943,0.000725,0.000577,0.000148,0,0,,, ,6,7,1,4,1,1,1,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223877,1424223877,0.004,0.0,0.0,0.0,0.0,0,0,,, ,16,16,16,16,16,8,16,,0
59.166.0.0,29083,149.171.126.7,56438,tcp,FIN,0.048971,4222,63010,31,29,7,30,-,680239.3125,10154418.0,72,74,255,255,3869828420,1720551003,59,851,0,0,39.498408,39.560314,1424223877,1424223877,0.695129,0.662055,0.000773,0.000632,0.000141,0,0,,, ,4,4,2,4,1,1,2,,0
59.166.0.0,28308,149.171.126.5,54643,tcp,FIN,0.386458,4624,3080,31,29,7,7,-,92304.98438,61647.05859,28,30,255,255,2682349800,687517549,165,103,0,0,775.738534,19.478523,1424223879,1424223880,14.301,13.308345,0.000647,0.000512,0.000135,0,0,,, ,14,5,3,5,1,1,3,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223882,1424223882,0.009,0.0,0.0,0.0,0.0,0,0,,, ,13,13,8,8,8,8,13,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223883,1424223883,0.007,0.0,0.0,0.0,0.0,0,0,,, ,13,13,5,5,5,5,13,,0
59.166.0.7,61740,149.171.126.3,25,tcp,FIN,0.032332,37178,3276,31,29,18,8,smtp,9022393.0,790548.0625,52,40,255,255,3714864749,1566264830,715,82,0,0,46.690222,1.917464,1424223884,1424223884,0.626902,0.816333,0.000631,0.000492,0.000139,0,0,,, ,1,1,3,5,1,1,4,,0
59.166.0.2,59392,149.171.126.4,21,tcp,FIN,0.848356,2934,3742,31,29,11,15,ftp,27139.54883,34636.40234,52,54,255,255,3590671780,1446456695,56,69,0,0,1430.773691,52.667238,1424223884,1424223885,16.96078,15.997773,0.000594,0.000469,0.000125,0,0,,1.0,1,1,1,4,4,1,1,5,,0
59.166.0.3,20588,149.171.126.5,18703,tcp,FIN,0.150037,2766,24114,31,29,7,16,-,144177.7656,1257823.0,44,46,255,255,437799499,2746042152,63,524,0,0,266.805158,259.998078,1424223886,1424223886,3.481512,3.321978,0.000675,0.000544,0.000131,0,0,,, ,3,4,1,4,1,1,1,,0
175.45.176.3,59519,149.171.126.10,520,udp,INT,9e-06,104,0,254,0,0,0,-,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424223886,1424223886,0.009,0.0,0.0,0.0,0.0,0,2,,, ,3,2,1,1,1,1,2,,0
59.166.0.6,57246,149.171.126.3,53,udp,CON,0.001023,146,178,31,29,0,0,dns,570870.0,695992.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223888,1424223888,0.009,0.005,0.0,0.0,0.0,0,0,,, ,2,1,2,3,1,1,1,,0
59.166.0.1,59642,149.171.126.9,1925,tcp,FIN,0.007468,4104,2456,31,29,7,7,-,4152115.75,2485270.5,18,18,255,255,1530318666,3678700465,228,136,0,0,22.112324,0.637658,1424223891,1424223891,0.421176,0.407176,0.001404,0.000542,0.000862,0,0,,, ,5,4,4,3,1,1,3,,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223892,1424223892,0.004,0.0,0.0,0.0,0.0,0,2,,, ,13,13,2,2,2,2,13,Generic,1
175.45.176.3,62432,149.171.126.10,520,udp,INT,6e-06,104,0,254,0,0,0,-,69333328.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424223892,1424223892,0.006,0.0,0.0,0.0,0.0,0,2,,, ,2,2,1,1,1,1,2,Fuzzers,1
59.166.0.3,62035,149.171.126.6,58400,tcp,FIN,0.028037,3182,39694,31,29,7,20,-,890537.5,11116453.0,52,54,255,255,2848215750,703073164,61,735,0,0,35.86269,35.435441,1424223894,1424223894,0.565673,0.518736,0.000671,0.000541,0.00013,0,0,,, ,2,3,1,3,1,1,1,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223894,1424223894,0.007,0.0,0.0,0.0,0.0,0,0,,, ,16,16,16,16,16,8,16,,0
59.166.0.0,61621,149.171.126.7,5190,tcp,FIN,0.003983,1064,2260,31,29,4,4,-,1960331.5,4161687.25,12,12,255,255,3932410006,3932696488,89,188,0,0,16.846001,0.384285,1424223895,1424223895,0.329727,0.315273,0.000629,0.000506,0.000123,0,0,,, ,6,5,2,2,1,1,2,,0
59.166.0.1,10671,149.171.126.5,22,tcp,FIN,0.015911,12472,13028,31,29,17,17,ssh,6181384.0,6451386.0,70,66,255,255,1375346024,3521022217,178,197,0,0,14.34491,14.491036,1424223898,1424223898,0.237478,0.237937,0.000707,0.00056,0.000147,0,0,,, ,1,1,3,1,1,1,1,,0
59.166.0.1,31660,149.171.126.2,31339,tcp,FIN,0.045901,4222,63010,31,29,7,30,-,725735.8125,10833576.0,72,74,255,255,4240732189,2095666628,59,851,0,0,37.479989,36.983631,1424223899,1424223900,0.651286,0.620411,0.000745,0.000602,0.000143,0,0,,, ,11,7,4,4,1,1,3,,0
59.166.0.4,48298,149.171.126.0,80,tcp,FIN,1.009977,1684,10168,31,29,3,5,http,12388.40137,76073.02344,14,18,255,255,1147865627,3294242809,120,565,1,3924,8765.729478,7675.353153,1424223901,1424223902,77.664538,59.378706,0.000673,0.000535,0.000138,0,0,1.0,, ,1,2,3,6,1,1,1,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223902,1424223902,0.003,0.0,0.0,0.0,0.0,0,0,,, ,13,13,8,8,8,8,13,,0
59.166.0.9,42166,149.171.126.8,7616,tcp,FIN,0.032655,3182,39694,31,29,7,20,-,764599.5625,9544388.0,52,54,255,255,272894985,2422778784,61,735,0,0,36.775527,35.531205,1424223907,1424223907,0.633373,0.604472,0.000748,0.000609,0.000139,0,0,,, ,5,5,2,3,1,1,1,,0
59.166.0.4,60001,149.171.126.7,20143,tcp,FIN,0.059123,2230,12896,31,29,7,11,-,292948.5938,1696531.0,34,36,255,255,2898284594,2976884822,66,358,0,0,95.511062,102.581391,1424223908,1424223908,1.675849,1.627143,0.002304,0.002163,0.000141,0,0,,, ,3,6,3,1,1,1,1,,0
59.166.0.6,1408,149.171.126.6,53,udp,CON,0.001102,132,164,31,29,0,0,dns,479128.8438,595281.3125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424223909,1424223909,0.006,0.009,0.0,0.0,0.0,0,0,,, ,2,2,2,3,2,1,1,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223910,1424223910,0.007,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16,,0
59.166.0.2,40659,149.171.126.9,41601,tcp,FIN,0.048359,4222,63010,31,29,7,30,-,688848.0,10282926.0,72,74,255,255,525411724,2675237354,59,851,0,0,39.512011,37.906956,1424223911,1424223911,0.695507,0.664153,0.000675,0.000539,0.000136,0,0,,, ,5,4,2,3,1,1,1,,0
59.166.0.9,64329,149.171.126.3,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223913,1424223913,0.006,0.009,0.0,0.0,0.0,0,0,,, ,2,1,3,3,1,1,2,,0
59.166.0.8,51843,149.171.126.7,53,udp,CON,0.00106,146,178,31,29,0,0,dns,550943.375,671698.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223914,1424223914,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,3,6,6,1,1,4,,0
59.166.0.9,28314,149.171.126.3,25,tcp,FIN,0.039318,37178,3276,31,29,18,8,smtp,7419299.0,650083.9375,52,40,255,255,3223316581,3228717355,715,82,0,0,45.260754,2.165032,1424223916,1424223916,0.763745,0.986205,0.000988,0.000852,0.000136,0,0,,, ,1,2,1,2,1,1,1,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223917,1424223917,0.001,0.0,0.0,0.0,0.0,0,0,,, ,20,20,8,8,8,8,20,,0
59.166.0.2,26243,149.171.126.5,62003,tcp,FIN,0.024317,2230,13000,31,29,7,11,-,712258.9375,4164329.5,34,38,255,255,1030447227,3193915758,66,342,0,0,50.985687,47.939494,1424223919,1424223919,0.726667,0.644324,0.000595,0.000474,0.000121,0,0,,, ,4,3,3,5,1,1,1,,0
59.166.0.4,25723,149.171.126.3,53,udp,CON,0.001035,146,178,31,29,0,0,dns,564251.25,687922.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223921,1424223921,0.01,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,3,1,1,1,,0
59.166.0.5,14461,149.171.126.3,111,udp,CON,0.005314,568,312,31,29,0,0,-,641324.8125,352277.0,4,4,0,0,0,0,142,78,0,0,1.620218,1.801709,1424223922,1424223922,1.153667,1.278,0.0,0.0,0.0,0,0,,, ,7,5,4,5,1,1,4,,0
59.166.0.6,8600,149.171.126.3,80,tcp,FIN,1.606658,19618,1087890,31,29,2,370,http,97419.61719,5409649.0,368,746,255,255,502963086,2653632008,53,1458,1,524288,221.799342,129.597409,1424223922,1424223923,4.37664,2.155883,0.000621,0.00052,0.000101,0,0,1.0,, ,2,2,2,2,1,1,1,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223925,1424223925,0.007,0.0,0.0,0.0,0.0,0,0,,, ,22,22,6,6,6,6,22,,0
59.166.0.6,44332,149.171.126.5,6247,tcp,FIN,0.028095,2230,12896,31,29,7,11,-,616479.8125,3570172.75,34,36,255,255,515480314,534080748,66,358,0,0,0.0,52.982127,1424223926,1424223926,0.841,0.7472,0.002131,0.00194,0.000191,0,0,,, ,9,4,1,4,1,1,2,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223926,1424223926,0.006,0.0,0.0,0.0,0.0,0,0,,, ,13,13,8,8,8,8,13,,0
59.166.0.3,64908,149.171.126.4,17320,tcp,FIN,0.018274,2870,24010,31,29,7,16,-,1229287.5,10272518.0,46,44,255,255,2905066293,2929366031,62,546,0,0,25.686093,24.602123,1424223926,1424223926,0.41614,0.413442,0.000608,0.000493,0.000115,0,0,,, ,6,6,3,6,1,1,2,,0
59.166.0.6,12121,149.171.126.8,44138,tcp,FIN,0.030924,3182,39694,31,29,7,20,-,807398.8125,10078644.0,52,54,255,255,695476866,2841181892,61,735,0,0,40.290059,38.49837,1424223926,1424223926,0.624694,0.582904,0.000731,0.000605,0.000126,0,0,,, ,9,5,5,4,1,1,1,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223929,1424223929,0.002,0.0,0.0,0.0,0.0,0,0,,, ,13,13,8,8,8,8,13,,0
59.166.0.1,9705,149.171.126.3,21,tcp,FIN,0.991574,2934,3742,31,29,11,15,ftp,23219.64844,29633.69336,52,54,255,255,1667997439,1668990192,56,69,0,0,1877.358198,61.201258,1424223931,1424223932,19.43649,18.698623,0.000685,0.000541,0.000144,0,0,,1.0,1,1,1,4,3,1,1,3,,0
175.45.176.2,2482,149.171.126.18,135,tcp,FIN,0.370038,588,268,254,252,2,1,-,11458.28223,4842.745605,10,6,255,255,477720982,477183894,59,45,0,0,1878.195413,88.16257,1424223933,1424223934,37.076778,63.948199,0.129511,0.050288,0.079223,0,1,,, ,4,5,2,2,2,1,4,,0
59.166.0.1,32633,149.171.126.7,52166,tcp,FIN,0.018936,2230,12896,31,29,7,11,-,914659.875,5297000.0,34,36,255,255,3590093190,3605973697,66,358,0,0,45.233504,43.049948,1424223934,1424223934,0.564061,0.527429,0.000599,0.000473,0.000126,0,0,,, ,6,1,2,6,1,1,1,,0
59.166.0.4,28563,149.171.126.1,53,udp,CON,0.00092,130,162,31,29,0,0,dns,565217.375,704347.8125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223934,1424223934,0.001,0.004,0.0,0.0,0.0,0,0,,, ,3,2,2,4,1,1,2,,0
59.166.0.3,60719,149.171.126.6,24288,tcp,FIN,0.164408,320,1868,31,29,1,2,ftp-data,12992.06836,79558.17188,6,8,255,255,3285900303,3432827363,53,234,0,0,2310.569624,57.045754,1424223934,1424223934,32.8184,23.412572,0.000678,0.000516,0.000162,0,0,,, ,2,2,5,4,1,1,2,,0
59.166.0.1,57964,149.171.126.4,64190,tcp,FIN,0.034658,4222,63010,31,29,7,30,-,961163.375,14347972.0,72,74,255,255,1320509662,3466204940,59,851,0,0,27.532818,26.41611,1424223934,1424223934,0.490557,0.467315,0.000673,0.000543,0.00013,0,0,,, ,6,1,1,6,1,1,1,,0
59.166.0.3,26615,149.171.126.6,21440,tcp,FIN,0.540388,8928,320,31,29,4,1,ftp-data,122741.4375,3952.715576,14,6,255,255,1140515550,1882714102,638,53,0,0,3536.097013,145.34475,1424223935,1424223935,41.568308,107.946203,0.000678,0.000535,0.000143,0,0,,, ,1,1,2,1,1,1,3,,0
175.45.176.2,5263,149.171.126.18,135,tcp,FIN,0.633383,588,268,254,252,2,1,-,6694.211914,2829.251953,10,6,255,255,1275639354,3608356966,59,45,0,0,3475.215241,179.969437,1424223936,1424223937,70.375889,112.881797,0.184657,0.068275,0.116382,0,1,,, ,3,3,1,2,1,1,3,,0
59.166.0.0,31138,149.171.126.0,5190,tcp,FIN,0.031334,1036,2366,31,29,4,4,-,242548.0156,560924.1875,12,14,255,255,2595122660,2595425594,86,169,0,0,265.967106,7.066051,1424223940,1424223940,2.807364,2.364308,0.000743,0.000589,0.000154,0,0,,, ,2,5,5,2,1,1,1,,0
59.166.0.3,35543,149.171.126.4,5190,tcp,FIN,0.009694,1036,2262,31,29,4,4,-,783990.125,1711574.25,12,12,255,255,3130927681,3135356371,86,189,0,0,63.130105,1.881143,1424223941,1424223941,0.849727,0.834273,0.000649,0.000511,0.000138,0,0,,, ,2,5,2,1,1,1,2,,0
59.166.0.8,61286,149.171.126.8,80,tcp,FIN,1.024789,1684,10168,31,29,3,5,http,12209.34277,74973.48438,14,18,255,255,1285545268,1286567178,120,565,1,3924,8767.817711,7676.898979,1424223941,1424223942,78.803695,60.248471,0.000675,0.000561,0.000114,0,0,1.0,, ,3,2,1,4,3,1,1,,0
59.166.0.2,58037,149.171.126.9,26268,tcp,FIN,0.030909,2230,12896,31,29,7,11,-,560354.5625,3245139.0,34,36,255,255,338061463,383932454,66,358,0,0,0.0,60.359951,1424223943,1424223943,0.926212,0.895029,0.000597,0.000474,0.000123,0,0,,, ,10,6,4,7,1,1,2,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223947,1424223947,0.007,0.0,0.0,0.0,0.0,0,0,,, ,8,8,8,8,8,8,8,,0
59.166.0.0,43251,149.171.126.2,53,udp,CON,0.001003,146,178,31,29,0,0,dns,582253.25,709870.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223947,1424223947,0.004,0.007,0.0,0.0,0.0,0,0,,, ,3,2,2,3,1,1,1,,0
59.166.0.9,61142,149.171.126.3,22,tcp,FIN,0.013852,12472,12716,31,29,17,17,ssh,7100202.0,7222061.5,70,60,255,255,2508477880,2508778179,178,212,0,0,12.942792,13.16505,1424223950,1424223950,0.203706,0.222508,0.000734,0.00059,0.000144,0,0,,, ,1,1,2,2,1,1,1,,0
59.166.0.5,51529,149.171.126.5,57761,tcp,FIN,0.007814,2230,12896,31,29,7,11,-,2216534.25,12836447.0,34,36,255,255,3708481388,1575394158,66,358,0,0,0.0,12.555577,1424223952,1424223952,0.233937,0.213412,0.000701,0.000555,0.000146,0,0,,, ,10,6,3,3,1,1,2,,0
59.166.0.5,49178,149.171.126.1,111,udp,CON,0.004439,568,304,31,29,0,0,-,767740.5,410903.3438,4,4,0,0,0,0,142,76,0,0,1.67985,1.412799,1424223956,1424223956,1.194333,1.005,0.0,0.0,0.0,0,0,,, ,2,5,3,2,1,1,2,,0
59.166.0.1,34200,149.171.126.6,40448,tcp,FIN,0.087884,2230,12896,31,29,7,11,-,197077.9688,1141322.625,34,36,255,255,2237707169,2311240026,66,358,0,0,181.12635,174.802689,1424223957,1424223957,2.653788,2.494943,0.000682,0.000557,0.000125,0,0,,, ,5,4,1,4,1,1,1,,0
59.166.0.3,5549,149.171.126.8,48369,tcp,FIN,0.004996,3800,2456,31,29,7,7,-,5746998.0,3714972.0,18,18,255,255,1888129108,1891137444,211,136,0,0,13.479547,0.348242,1424223960,1424223960,0.273824,0.264235,0.000631,0.0005,0.000131,0,0,,, ,7,6,3,8,1,1,3,,0
59.166.0.1,5703,149.171.126.6,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223962,1424223962,0.01,0.007,0.0,0.0,0.0,0,0,,, ,1,2,3,5,1,1,2,,0
59.166.0.9,63289,149.171.126.1,143,tcp,FIN,0.035358,7816,15436,31,29,30,32,-,1753945.375,3464901.75,122,126,255,255,1360643354,3507053072,64,123,0,0,20.507325,17.714718,1424223963,1424223963,0.30181,0.278576,0.000665,0.000531,0.000134,0,0,,, ,8,7,5,5,1,1,5,,0
59.166.0.9,6347,149.171.126.1,24160,tcp,FIN,0.046508,320,1888,31,29,1,2,ftp-data,45927.58203,284166.1563,6,8,255,255,4178547559,51853981,53,236,0,0,642.744329,15.751926,1424223968,1424223968,9.2348,6.565143,0.000707,0.000547,0.00016,0,0,,, ,2,2,4,3,1,1,2,,0
59.166.0.0,43207,149.171.126.6,5190,tcp,FIN,0.004233,1064,2260,31,29,4,4,-,1844554.75,3915899.0,12,12,255,255,3256092289,3256422652,89,188,0,0,17.768665,0.401581,1424223977,1424223977,0.355455,0.328273,0.000754,0.000612,0.000142,0,0,,, ,1,3,1,1,1,1,1,,0
59.166.0.7,64755,149.171.126.7,80,tcp,FIN,1.007861,1580,10168,31,29,3,5,http,11501.58594,76232.73438,12,18,255,255,2668612259,2669640280,132,565,1,3924,9540.233954,7683.607622,1424223979,1424223980,91.591179,59.253409,0.000661,0.000548,0.000113,0,0,1.0,, ,1,1,5,1,1,1,3,,0
59.166.0.0,7764,149.171.126.1,62916,tcp,FIN,0.353067,424,8824,31,29,1,4,ftp-data,8406.335938,183285.3125,8,12,255,255,3268614400,3698105980,53,735,0,0,2994.361344,2376.387007,1424223981,1424223981,50.395142,32.042454,0.000714,0.000597,0.000117,0,0,,, ,2,2,2,7,1,1,3,,0
59.166.0.8,12045,149.171.126.8,143,tcp,FIN,0.038739,7816,15436,31,29,30,32,-,1600867.375,3162497.75,122,126,255,255,3512805627,3513776259,64,123,0,0,23.005641,19.719087,1424223981,1424223981,0.336465,0.305392,0.000714,0.000558,0.000156,0,0,,, ,4,6,2,3,1,1,1,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,7.1e-05,503,0,64,0,0,0,-,28394366.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424223982,1424223982,0.071,0.0,0.0,0.0,0.0,0,0,,, ,60,60,60,60,60,60,60,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,7.1e-05,503,0,64,0,0,0,-,28394366.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424223982,1424223982,0.071,0.0,0.0,0.0,0.0,0,0,,, ,60,60,60,60,60,60,60,,0
59.166.0.0,38940,149.171.126.0,53,udp,CON,0.000989,146,178,31,29,0,0,dns,590495.5,719919.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223982,1424223982,0.001,0.007,0.0,0.0,0.0,0,0,,, ,1,1,6,6,1,1,1,,0
59.166.0.4,16445,149.171.126.2,143,tcp,FIN,0.034227,7816,15436,31,29,30,32,-,1811903.0,3579396.5,122,126,255,255,2565323209,2566297409,64,123,0,0,17.876857,15.254612,1424223983,1424223983,0.292164,0.269528,0.000675,0.000533,0.000142,0,0,,, ,7,4,3,2,1,1,3,,0
59.166.0.0,39537,149.171.126.4,5190,tcp,FIN,0.004194,1036,2262,31,29,4,4,-,1812112.625,3956128.0,12,12,255,255,1315738887,1316070249,86,189,0,0,17.60239,0.38723,1424223984,1424223984,0.349727,0.321,0.000791,0.000654,0.000137,0,0,,, ,11,3,2,4,1,1,2,,0
59.166.0.5,10061,149.171.126.9,29717,tcp,FIN,0.003698,528,8824,31,29,1,4,ftp-data,1029745.813,17499188.0,10,12,255,255,1255744060,3412544375,53,735,0,0,21.040393,19.584605,1424223984,1424223984,0.372,0.293091,0.000594,0.000471,0.000123,0,0,,, ,3,3,6,6,1,1,4,,0
59.166.0.0,31178,149.171.126.8,37370,udp,CON,0.001809,512,304,31,29,0,0,-,1698175.75,1008291.875,4,4,0,0,0,0,128,76,0,0,0.636633,0.321269,1424223985,1424223985,0.454667,0.231667,0.0,0.0,0.0,0,0,,, ,11,11,3,2,1,1,7,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223988,1424223988,0.001,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16,,0
59.166.0.8,7752,149.171.126.2,5763,tcp,FIN,0.09705,4222,63010,31,29,7,30,-,343245.75,5123874.0,72,74,255,255,1400771005,1401121482,59,851,0,0,80.618309,78.574444,1424223991,1424223991,1.381886,1.313877,0.001243,0.001131,0.000112,0,0,,, ,5,8,9,6,1,1,2,,0
59.166.0.0,54159,149.171.126.2,59270,tcp,FIN,0.096821,8928,320,31,29,4,1,ftp-data,685058.0,22061.32813,14,6,255,255,3126164009,999105876,638,53,0,0,790.600898,35.610309,1424223991,1424223991,7.44777,19.242199,0.000611,0.000487,0.000124,0,0,,, ,3,6,9,5,1,1,4,,0
59.166.0.1,25869,149.171.126.8,5190,tcp,FIN,0.004542,1036,2262,31,29,4,4,-,1673271.625,3653016.25,12,12,255,255,920770505,921200077,86,189,0,0,19.121018,0.43418,1424223991,1424223991,0.381182,0.337273,0.000953,0.000827,0.000126,0,0,,, ,8,4,2,2,1,1,1,,0
59.166.0.4,57520,149.171.126.6,26498,tcp,FIN,0.37355,4320,3080,31,29,7,7,-,89219.64844,63777.27344,28,30,255,255,4150355805,4149560322,154,103,0,0,724.259435,17.886859,1424223992,1424223993,13.824185,12.864896,0.000584,0.000465,0.000119,0,0,,, ,4,4,2,1,1,1,1,,0
59.166.0.8,43878,149.171.126.7,5190,tcp,FIN,0.006013,1036,2262,31,29,4,4,-,1263928.125,2759354.75,12,12,255,255,273287703,273542016,86,189,0,0,31.369406,0.716548,1424223993,1424223993,0.507273,0.492273,0.000758,0.000594,0.000164,0,0,,, ,3,7,5,1,1,1,1,,0
59.166.0.6,64327,149.171.126.6,17624,tcp,FIN,0.020761,3182,39694,31,29,7,20,-,1202639.625,15012379.0,52,54,255,255,765803335,766088629,61,735,0,0,22.129977,21.675804,1424223997,1424223998,0.401235,0.394882,0.00074,0.000615,0.000125,0,0,,, ,2,1,1,3,1,1,1,,0
59.166.0.4,11394,149.171.126.7,38996,tcp,FIN,0.007618,2230,12896,31,29,7,11,-,2273562.75,13166711.0,34,36,255,255,2615387757,2628249754,66,358,0,0,14.232135,12.128815,1424223997,1424223997,0.228094,0.210147,0.000609,0.00047,0.000139,0,0,,, ,5,4,5,2,1,1,2,,0
59.166.0.0,23531,149.171.126.7,53,udp,CON,0.00103,130,162,31,29,0,0,dns,504854.3438,629126.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424224002,1424224002,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,3,2,4,1,1,1,,0
59.166.0.4,31168,149.171.126.6,53,udp,CON,0.001033,146,178,31,29,0,0,dns,565343.6875,689254.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224004,1424224004,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,2,2,3,2,1,3,,0
59.166.0.1,8179,149.171.126.1,53,udp,CON,0.001058,130,162,31,29,0,0,dns,491493.375,612476.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424224004,1424224004,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,1,5,9,1,1,1,,0
59.166.0.5,38817,149.171.126.7,41568,udp,CON,0.001988,520,304,31,29,0,0,-,1569416.5,917505.0,4,4,0,0,0,0,130,76,0,0,0.75354,0.297694,1424224006,1424224006,0.537333,0.214,0.0,0.0,0.0,0,0,,, ,3,8,4,3,1,1,1,,0
59.166.0.2,39835,149.171.126.0,22,tcp,FIN,0.012655,12368,12924,31,29,17,17,ssh,7704148.5,8042987.0,68,64,255,255,623352695,2769052205,182,202,0,0,11.601136,11.920035,1424224008,1424224008,0.194692,0.195656,0.000722,0.000591,0.000131,0,0,,, ,1,1,1,2,1,1,3,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224009,1424224009,0.007,0.0,0.0,0.0,0.0,0,0,,, ,13,13,5,5,5,2,13,,0
